id,label
1213309429254250496,0
1216196702647939072,0
1216296533735309312,0
1234385081482956800,0
1214853229567041537,0
1212297547055714305,0
1205876801798430722,0
1231928197882605568,0
1212329076637126656,0
1213445920592818176,0
1232069299428134913,0
1213752604573876225,0
1212155741760442368,1
1212593325343010816,0
1212223160038281217,0
1212681725702103040,0
1212634161661370368,0
1212545304546775042,0
1212537709979287554,0
1222155661342998529,0
1212734593301798917,1
1212776004705374209,0
1204571535777751040,0
1212172139958112256,0
1212393709406310400,0
1231528231016124416,0
1212716864037507075,1
1229791415883816960,0
1231405734354661377,0
1212239028004605953,0
1212209202342400001,0
1212690346053787654,0
1249240128100249600,0
1222123117700501504,0
1213735362767384576,0
1188044805621731330,0
1215260895149838336,0
1231293665890357248,0
1212335125658255360,1
1212306902400425984,0
1229974829240963073,0
1218323406770208770,1
1212148275895160832,0
1214130993575026688,0
1216908878656393216,0
1212140209120301056,0
1212673546771550208,0
1214872630378893312,0
1211974928628477953,1
1232347672901632002,0
1218313991753105408,1
1216724436650348545,1
1231318031273345024,1
1212565317081169920,0
1230719471821549568,0
1213419620436037632,0
1217464170947309568,0
1212192867482882048,1
1213118268182949888,0
1221590886858948608,0
1214138792036065280,1
1214842967212511232,0
1216086241956859904,0
1222375811329576960,0
1212191513590947840,0
1216295031109087232,0
1212162461408755712,1
1232889627519803397,0
1214080501058719744,0
1223044602912886785,0
1215276799401197568,1
1234080477184581632,0
1213097612422696960,0
1213235301767770112,0
1231792173902753792,0
1213617222280564736,0
1212306770342764544,0
1237213713456754688,0
1232058971281903616,0
1231405921605058560,0
1214239413544177665,0
1212188707744182272,1
1231631005921841152,0
1212921013928787969,0
1212945036117037056,0
1232267398851387392,0
1225928367641284609,1
1232258719666163712,0
1232233176287760384,1
1217655766389153793,0
1211705861719986181,0
1232138713368387585,1
1232073197748658178,1
1232071467161907202,1
1213433252305723393,0
1213423708414496769,0
1212531744223576064,0
1210949020530569217,0
1215458574769410048,0
1212210736098766848,0
1231584475928121345,1
1212518235116982274,0
1233932682544869376,0
1212166447310336000,0
1213715901394014209,0
1232888828827881473,0
1212978065455775745,0
1213981166669156352,0
1212945848406921222,0
1224606300555767809,0
1215052084963201025,0
1214726828943765504,0
1212774597755490304,0
1212304471717376001,0
1232075833465921537,1
1212917652089274368,0
1227121593735737344,0
1215839358378360832,0
1212915144063246336,0
1212759835990605824,0
1212566441699893248,0
1214000719813992449,0
1241095607869034497,1
1213436323656130561,0
1214472116562644992,0
1212811020453859328,0
1232428229002051585,1
1212345561778511872,0
1214535190170652672,0
1214013094847901696,0
1214008955195650048,0
1215270110933291008,0
1212432234273071104,0
1216603174057832449,1
1212415772737171456,1
1213959237140791296,0
1232113220669722624,1
1231302320232681472,1
1213760441517666304,0
1215606740512722945,0
1212195828799922183,0
1212945235640078338,0
1235492133949198338,0
1212158047100891137,1
1212552854189293569,0
1206947277924917249,0
1223883993096966144,0
1212902540733337600,1
1232065312083759105,0
1212300624177446913,0
1232086195150057472,0
1213734635324051457,0
1214560598840623108,0
1212970335634460672,0
1212397389207633926,1
1202111976605802496,0
1212302356001378304,0
1213097597138636800,0
1212556645240197121,0
1231387553669926912,0
1216643485161254913,0
1212320524677726208,0
1232043315110928385,1
1212208909244493824,1
1220600839535910912,0
1214450786303823872,0
1232079828825731073,1
1231312782437445632,0
1213756045849329664,0
1212277071650738176,0
1213571293561290752,0
1232072021179154432,1
1218065791632822279,0
1220667725162246145,0
1214138190128304129,0
1212369684714024960,0
1215295882712633344,0
1212813274074320896,0
1212294632958095360,0
1248582402567356422,0
1232082792474787840,0
1223193958651580416,0
1232684879998902272,0
1212243163160576007,1
1213679320448716800,0
1213067602651578368,0
1186604788768628736,0
1207584495202750465,0
1232123039896129536,0
1212191870610075648,0
1223200013410398208,0
1213811797838290944,0
1213373202715439104,0
1212301930870870016,0
1231438859826651138,1
1214183098784477186,0
1213969629065777152,0
1232152007063920647,0
1213787932521193472,0
1212392151775997952,1
1213669126025052160,0
1232205723276201984,0
1212355878034145280,0
1227290060862578691,0
1212232156140859392,0
1216370550991286273,0
1212790288302821379,0
1212450483979243520,0
1217596735750459392,0
1212186413250174977,0
1246789519858229248,0
1216946324068634624,0
1229784723402002434,0
1212144000536174592,1
1220369249337634818,0
1212302747212509184,1
1212738007880462336,1
1232258300453912577,1
1213032619920642054,1
1232063750401736704,0
1212612068056023040,0
1232276591842979842,0
1215974923190980608,0
1231416060701577216,1
1212883709981970432,0
1231393259777212419,1
1213687355652984834,0
1215561435234717696,0
1229987118686048256,0
1201808786001842177,0
1213679201875714048,0
1212987520629084167,0
1214141216440360960,0
1220571817028415488,0
1223500358829273089,0
1232269491150524416,0
1212340295347527681,1
1212180753636720640,1
1212815978079211520,0
1212522385762439169,0
1211595042793541635,0
1232133646200426496,0
1230184995857108993,0
1233998025711706113,0
1232073000159043584,0
1228593935829721089,1
1218083931133636608,0
1212639074588098560,0
1208667701347880960,0
1212602407231741952,0
1212455673843159041,0
1212606963093127169,0
1212997296498954240,0
1214159549713633281,0
1214583285059244033,1
1231401346873454592,0
1208716381555847169,0
1216312413051441152,0
1212992289296924672,0
1212132876080177154,1
1213064347150274562,0
1230014664664174592,0
1217317543368462337,0
1231298455236050946,1
1230031742322372608,0
1213772355635310593,0
1214801225478074369,0
1212975991510822912,0
1239578450412765184,1
1213621633430065152,0
1217813486731812865,0
1212178682132881408,0
1207868652411740165,0
1232213508646793216,0
1212432782024044545,0
1233200332584280064,0
1217656347170238464,0
1212341579664347136,0
1213388264536592384,0
1232054077678215168,1
1212684563282968576,0
1214925006779502593,0
1212676746987724800,0
1225704492181544960,0
1214932629524336641,0
1212169066397351936,0
1216678167613599746,0
1212556716379754496,0
1211940878228475904,0
1215825705189011456,0
1213276988493852673,0
1212782866846773249,0
1232099433137000448,0
1217636514244349953,0
1209672753722187777,0
1248634709988356096,0
1212527601811513344,1
1214127341351260160,0
1212744895812620290,0
1215722840202174464,0
1218173662542450689,1
1212319909369151488,0
1212431776259268609,0
1208570799906414592,0
1187242080290000896,0
1217455714928480256,0
1212238650559225857,0
1213794851805810688,1
1212288931829440512,1
1232089060841263104,0
1212268486723956736,0
1212442867966205952,0
1212406038164455424,1
1212235826844729344,0
1213040505593819137,0
1233592312564834304,1
1208192285629808640,0
1212735588773744641,0
1212788560442449920,0
1218882588082749441,1
1231415157344980992,0
1207521801804242946,0
1212323522346807296,0
1216314720027721728,0
1214781201895964672,0
1212205951840747520,1
1214935872514056192,0
1212230771429085185,1
1212649320563953669,0
1232069112605691904,1
1214545479490387968,0
1212909100733878273,0
1231415653409554432,0
1212632142565396480,0
1224622781607763968,0
1226089412812926976,0
1212131398649184258,1
1212927798853001216,1
1232030075215679488,0
1215862282296578048,0
1212864909874102273,0
1213461701187665927,0
1191606752078229505,0
1213044707971887104,0
1223385307711561728,0
1212968606725574656,0
1214497033345626112,0
1228654632412385281,0
1214204993361735681,0
1212387900374974464,0
1235052992564301824,0
1212328600659095552,0
1212271928880140288,0
1215485677808189445,0
1201723626426269696,0
1212622097094078464,0
1212583533937479681,0
1212033212496506882,1
1212649022416027650,0
1232093782771818496,0
1231615464091992064,0
1231203965116637184,0
1215188419816517633,0
1207134489379368960,1
1190599457139806209,0
1222434083747155968,0
1232081950472433664,1
1215122963374063616,0
1232107181773705217,1
1226035221625102336,0
1213301272649945088,0
1203353549653954560,0
1215618370571161602,0
1212211545263857664,0
1213736827711963136,0
1222473605939744769,0
1231368209292378112,0
1207665420359987200,0
1216966439820595200,0
1232118244497969153,1
1213728564048064512,0
1233225921319952384,0
1213035905121865728,0
1231403715610808322,1
1232232797554655233,0
1218077909211967494,0
1216389551607861249,0
1232206527169089537,0
1211424067653234688,0
1215177992688693248,0
1213635085376851969,0
1214422097537011712,0
1217389795758018560,0
1213312435370594305,0
1214193727306006530,0
1217332511572807680,0
1216381751410298881,0
1231317512098238464,1
1232084717404508160,0
1216646731045040128,0
1214729022518677509,0
1231631904668913665,0
1212622792073465856,0
1230289402389073921,1
1247421374450110465,0
1214350968768172032,0
1191041630632992768,0
1212234999434317825,0
1213957638720876544,0
1229956662754066432,0
1221270263372767232,0
1229055429134565377,1
1214804389115777024,0
1213061177195937792,0
1212209379497279488,1
1212255637406568448,1
1210567644979482625,0
1213878981260275713,0
1216381143513042944,0
1213749828187897856,0
1214727444126502912,0
1212187325179953152,0
1213859843481600002,1
1232194089644281856,0
1212598491941261313,0
1232079917535219712,1
1212154601475989504,0
1221084037030109184,0
1222741999331135488,0
1220576475759267840,1
1218821120574386177,0
1213058364726341632,0
1210006579442896897,0
1217743668074835968,0
1217452108569432064,0
1213447741344382976,0
1212169073032712194,1
1232076506806906882,0
1231376062958821376,1
1245489597280215040,1
1219215624032813056,0
1214794480936579072,0
1213690698983067648,0
1214745975379484672,0
1212313769226850304,0
1212360514988150784,0
1213402764958527489,0
1215030456531349504,0
1212243634445119488,0
1226354030986743808,1
1215615022237282304,0
1231384136566202369,1
1220614577596948481,0
1213313186683748352,0
1204691915242758144,0
1214814673410768896,0
1233750212885139456,1
1232058595987951616,0
1212091262938968066,0
1236576633563168768,1
1214852785335717888,0
1231311060407185408,0
1213624092814794752,0
1223926341172510722,0
1212170914697101312,1
1212713439853826048,0
1209829163693031424,0
1216296436242907136,0
1212291037684625408,0
1232292562297245697,0
1212731618256834560,0
1213028549780590593,0
1235745906315517952,0
1218413558993567744,0
1231438014645075968,1
1232092785064304641,0
1213801921732984833,0
1231390752820695042,1
1212638278341423104,0
1212180336706113537,0
1222872046356418570,0
1232308459628113921,0
1212762799379628032,0
1212314927249014791,0
1212369448243384321,0
1212193716842008578,1
1216253086454255618,0
1213977300124876800,0
1236445617968173057,0
1212182842211356673,1
1231903731744034816,0
1232093355477106688,1
1212582852044279808,0
1232149839070121986,0
1212345615381716992,0
1218325822148247552,0
1212413734884274177,0
1224497808218046464,0
1217411226596069376,0
1214938955168108544,0
1232105604631543809,1
1202018707448332290,0
1245740851218665473,0
1231329649315074048,1
1217723767612293120,0
1213334929464942592,0
1214603010917060608,0
1210479591887798272,0
1223232911026950144,1
1238487217028268032,0
1212981930209099776,0
1212694050588905472,0
1232184151559692288,0
1212435780322201600,0
1213989964658008066,0
1213993837573500930,0
1218508986372124672,0
1212677022821912577,0
1213027575716405248,0
1212179863592767488,0
1212262578006609920,0
1241383924225302528,0
1238678589978980352,0
1232577355182268416,0
1215980219946827784,0
1212001180370558984,0
1212300580107931648,0
1232117364436557824,1
1212195052799152133,0
1216298977915633666,0
1212438921570766848,0
1232120889451438080,0
1212651474888491008,0
1212490313127710720,0
1214302946642419712,0
1212557462718431232,0
1231286532603928576,0
1232117263693561856,0
1216125449845141504,0
1212627340229890050,0
1227461788071055361,0
1214689044019339264,1
1212253628330721280,0
1213744190875529216,0
